currentId,title,overview,genres,runtime,releaseDate,posterPath
3783,The Trigger Effect,"How tenuous is man's hold on civilization when survival becomes an issue? When the lights go out and stay out for several days, suburbanites Matthew and Annie learn the hard way that man is ""by nature"" a predatory creature. Matthew's long-time friend, Joe, happens by on the second day and a rivalry between the two friends simmers as Annie cares for her sick baby. . Is this what is meant by ""man's inhumanity to man?""","Drama, Thriller",94.0,1996-08-30,https://flixpatrol.com/runtime/cache/files/posters/g/w350/xBlQrbbxfQlCdIRMvoUYauwcWlH.jpg
3786,Bogus,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.","Fantasy, Comedy, Family",110.0,1996-09-06,https://flixpatrol.com/runtime/cache/files/posters/g/w350/gftAsnrvZ1lLcG5nL7SHchtLT7n.jpg
3787,Talk of Angels,"This is the story of a young Irish woman who comes to Spain to escape from the pressures she feels about her impending marriage to a political activist in Ireland. But in Spain in the 1930's, taking a job of governess in a wealthy family, she finds the same kinds of political unrest. In fact, it isn't long before she finds herself attracted to a married man who is similarly involved in the struggle against fascism and Franco. This awakens her to her nature that brings her to such men and resolves for her what she must do about the life she left in Ireland","Drama, Romance, War",96.0,1998-10-30,https://flixpatrol.com/runtime/cache/files/posters/g/w350/ipDXrPjOLDBlBA4qB6Lo7Gm3jlI.jpg
3788,The Land Before Time III: The Time of the Great Giving,"Littlefoot and his friends are constantly being bullied and browbeaten by three teenage dinosaurs: Hyp, a Hypsilophodon; Nod, a Nodosaurus; and Mutt, a Muttaburrasaurus. However, when a shower of meteorites (flying rocks) impacts near the Great Valley and causes a rock slide in the Mysterious Beyond, which blocks the water supply of the Great Valley, Hyp, Nod, and Mutt are no longer the biggest worry of Littlefoot and his friends. The increasing lack of water causes conflicts between the inhabitants of the Great Valley, who have lived in relative peace and harmony until this event.","Animation, Adventure, Family",71.0,1995-03-16,https://flixpatrol.com/runtime/cache/files/posters/g/w350/gs6TkZsUzBqDa7DV0MZbc2EAMkW.jpg
3800,Twelfth Night,"Shakespeare's comedy of gender confusion, in which a girl disguises herself as a man to be near the count she adores, only to be pursued by the woman he loves.","Drama, Comedy, Romance",134.0,1996-10-31,https://flixpatrol.com/runtime/cache/files/posters/g/w350/3P83G5fXWVk6nUpzhv9BmaWwuxG.jpg
3801,Mother Night,"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.","Drama, History",114.0,1996-11-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/1U6OkXtr4WuOlQe4FmCbznIExtK.jpg
3826,Wild Reeds,"Set in rural France during the end of the Algerian war, and immersed in the music of the sixties, this film follows four students in friendship and love. Francois's best friend is a girl Maite, but instead he falls in love with a boy Serge, while Serge is falling for Maite. Henri is the outsider, an Algerian-born frenchman who has fled the war, and the catalyst for Francois to find his identity.","Drama, Romance",115.0,1994-05-05,https://flixpatrol.com/runtime/cache/files/posters/g/w350/vPPsAieu9KEVZcI06xKHl9zztUO.jpg
3852,The Philadelphia Story,"Philadelphia heiress Tracy Lord throws out her playboy husband C.K. Dexter Haven shortly after their marriage. Two years later, Tracy is about to marry respectable George Kittredge whilst Dexter has been working for ""Spy"" magazine. Dexter arrives at the Lord mansion the day before the wedding with journalist Mike Connor and photographer Liz Imbrie, determined to spoil things.","Comedy, Romance",112.0,1940-12-05,https://flixpatrol.com/runtime/cache/files/posters/g/w350/xfwTdXCDUZffpzPsPaMrTSnBsSy.jpg
3868,Breakfast at Tiffany's,"Fortune hunter Holly Golightly finds herself captivated by aspiring writer Paul Varjak, who's moved into her building on a wealthy woman's dime. As romance blooms between Paul and Holly, Doc Golightly shows up on the scene, revealing Holly's past.","Comedy, Drama, Romance",110.0,1961-10-05,https://flixpatrol.com/runtime/cache/files/posters/g/w350/c95lbDwL5WT8PV9DZsdSvRtXKNA.jpg
3882,Vertigo,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.","Mystery, Romance, Thriller",128.0,1958-05-09,https://flixpatrol.com/runtime/cache/files/posters/g/w350/obhM86qyv8RsE69XSMTtT9FdE0b.jpg
3897,Some Like It Hot,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.","Comedy, Romance",122.0,1959-03-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/pxc9EFCMYkItESpqqrI783yl8Gh.jpg
3910,Charade,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?","Comedy, Mystery, Romance, Thriller",113.0,1963-12-05,https://flixpatrol.com/runtime/cache/files/posters/g/w350/dylvMaUZ1HQvYvVocfiKb5OovOc.jpg
3949,Meet Me in St. Louis,"In the year before the 1904 St Louis World's Fair, the four Smith daughters learn lessons of life and love, even as they prepare for a reluctant move to New York.","Comedy, Music, Romance",113.0,1944-11-23,https://flixpatrol.com/runtime/cache/files/posters/g/w350/uSCZ8sxf3Cg8b50LUh0WD5Bdhad.jpg
3956,My Favorite Year,"Benjy Stone is the junior writer on the top rated variety/comedy show, in the mid 50s (the early years). Alan Swann, an Erol Flynn type actor with a drinking problem is to be that weeks guest star.","Comedy, Drama",92.0,1982-10-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/3ahoywOARd9tQnDh0M1IKWFoepg.jpg
3967,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent-film star who has faded into Hollywood obscurity.,Drama,110.0,1950-08-10,https://flixpatrol.com/runtime/cache/files/posters/g/w350/oFwzvRgfxJc0FUr2mwYTi10dk3G.jpg
3968,Citizen Kane,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.","Mystery, Drama",119.0,1941-04-30,https://flixpatrol.com/runtime/cache/files/posters/g/w350/oFWvF7OJfT2ydAAatlnsgChV4FP.jpg
3984,An Affair to Remember,"Nickie Ferrante's return to New York to marry a rich heiress is well publicized as are his many antics and affairs. He meets a nightclub singer Terry McKay who is also on her way home to her longtime boyfriend. She sees him as just another playboy and he sees her as stand-offish but over several days they soon find they've fallen in love. Nickie has never really worked in his life so they agree that they will meet again in six months time atop the Empire State building. This will give them time to deal with their current relationships and for Nickie to see if he can actually earn a living. He returns to painting and is reasonably successful. On the agreed date, Nickie is waiting patiently for Terry who is racing to join him. Fate intervenes however resulting in misunderstanding and heartbreak and only fate can save their relationship.","Drama, Romance",111.0,1957-07-11,https://flixpatrol.com/runtime/cache/files/posters/g/w350/6pTbj6YujsjcGZaDbEanAKCE1Zs.jpg
3988,Ninotchka,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,"Comedy, Romance",110.0,1939-10-06,https://flixpatrol.com/runtime/cache/files/posters/g/w350/aFrCsI3e3oUSSiKkuDiPtrdfWyb.jpg
3994,The Ghost and Mrs. Muir,"In 1900, strong-willed widow Lucy Muir goes to live in Gull Cottage by the British seaside, even though it appears to be haunted. Sure enough, that very night she meets the ghost of crusty former owner Captain Gregg...and refuses to be scared off. Indeed, they become friends and allies, after Lucy gets used to the idea of a man's ghost haunting her bedroom. But when a charming live man comes courting, Lucy and the captain must deal with their feelings for each other.","Fantasy, Romance, Mystery",104.0,1947-06-26,https://flixpatrol.com/runtime/cache/files/posters/g/w350/zBjxfcMkp7RR1fwKWBvRNZjQpOz.jpg
3998,East of Eden,"In the Salinas Valley, in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother Aron for the love of their father Adam. Cal is frustrated at every turn, from his reaction to the war, to how to get ahead in business and in life, to how to relate to estranged mother.",Drama,115.0,1955-03-09,https://flixpatrol.com/runtime/cache/files/posters/g/w350/hjH1uLOySpzgBdm1UQYjTV5yLav.jpg
4006,Around the World in Eighty Days,"Based on the famous book by Jules Verne the movie follows Phileas Fogg on his journey around the world. Which has to be completed within 80 days, a very short period for those days.","Adventure, Comedy, Family, Fantasy, Romance",167.0,1956-10-17,https://flixpatrol.com/runtime/cache/files/posters/g/w350/2vLu9eVefJ6WK3OJnlLQQE4lSw5.jpg
4025,The African Queen,"At the start of the first World War, in the middle of Africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship.","Adventure, War, Romance",105.0,1951-12-03,https://flixpatrol.com/runtime/cache/files/posters/g/w350/mw1O0JxtDgXt2FHZnUn8w0wrjF1.jpg
4121,Maximum Risk,"A policeman takes his twin brother's place and inherits his problems and a beautiful girlfriend. He is forced to kickbox his way from France to the U.S. and back while playing footsie with the FBI and Russian mafia. Not just muscles with a badge, the policeman must find the answers to some tough questions, none harder than what the heck is an accordian player doing in a sauna.","Action, Adventure, Thriller",100.0,1996-09-13,https://flixpatrol.com/runtime/cache/files/posters/g/w350/sFqiNcytKYQgyBL8yyLHpd80roV.jpg
4148,The Rich Man's Wife,"A rich man's wife finds she has a bad prenuptial agreement with an even worse husband. Over drinks with a stranger, she fantasizes about doing her husband in to void the prenupt. The stranger decides to turn her imagination into reality much to the wife's surprise.","Drama, Thriller",94.0,1996-09-13,https://flixpatrol.com/runtime/cache/files/posters/g/w350/lXHMHKkCEG9Tksn4KvYGKrTEbIr.jpg
4167,2 Days in the Valley,"In a sleepy bedroom community of LA's San Fernando Valley, the murder of a professional athlete by two hit men sets into motion a chain of events that puts the mundane lives of a dozen residents on a collision course. This clever tale tells the story of two hit men, a mistress, a nurse, a vindictive ex-wife, a wealthy art dealer and his lovelorn assistant, a suicidal writer and his dog, and a bitter cop and his partner.","Comedy, Crime",104.0,1996-09-11,https://flixpatrol.com/runtime/cache/files/posters/g/w350/fT4ELMHeGzrSk1x2guF6vImgtiy.jpg
4168,Curdled,"Gabriella, a Columbian immigrant, is obsessed with understanding violent crime. The current string of murders by ""The Blue Blood Killer"" of affluent Miami socialites provides her with fodder for her scrapbook of death. She lands a job with a post-murder cleaning service and during a Blue-Blood clean-up job, discovers evidence that police have overlooked.","Comedy, Crime, Thriller",88.0,1996-09-06,https://flixpatrol.com/runtime/cache/files/posters/g/w350/9rEz6n5ypgE3Vu1M2RuNTah0Z7e.jpg
4225,Extreme Measures,"Thriller about Guy Luthan (Hugh Grant), a British doctor working at a hospital in New York who starts making unwanted enquiries when the body of a man who died in his emergency room disappears. The trail leads Luthan to the door of the eminent surgeon Dr Lawrence Myrick (Gene Hackman), but Luthan soon finds himself under in danger from people who want the hospital's secret to remain undiscovered.","Drama, Thriller",118.0,1996-09-27,https://flixpatrol.com/runtime/cache/files/posters/g/w350/18WUNYhc58VQgBmJaFsaST9Uj69.jpg
